division,date,unemployment
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-11-01,5.1
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-12-01,5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-01-01,5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-02-01,4.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-03-01,4.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-04-01,4.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-05-01,4.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-06-01,4.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-07-01,4.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-08-01,4.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-09-01,5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-10-01,5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-11-01,5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-12-01,4.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-01-01,4.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-02-01,4.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-03-01,4.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-04-01,4.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-05-01,4.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-06-01,4.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-07-01,4.6
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-08-01,4.5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-09-01,4.4
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-10-01,4.3
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-11-01,4.3
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-12-01,4.2
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-01-01,4.2
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-02-01,4.2
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-03-01,4.2
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-04-01,4.3
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-05-01,4.4
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-06-01,4.4
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-07-01,4.5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-08-01,4.5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-09-01,4.5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-10-01,4.5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-11-01,4.5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-12-01,4.5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-01-01,4.5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-02-01,4.6
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-03-01,4.6
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-04-01,4.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-05-01,4.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-06-01,5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-07-01,5.2
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-08-01,5.4
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-09-01,5.6
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-10-01,5.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-11-01,6.3
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-12-01,6.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-01-01,7.2
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-02-01,7.6
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-03-01,8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-04-01,8.3
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-05-01,8.6
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-06-01,8.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-07-01,8.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-08-01,9.1
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-09-01,9.2
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-10-01,9.2
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-11-01,9.2
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-12-01,9.3
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-01-01,9.3
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-02-01,9.3
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-03-01,9.2
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-04-01,9.1
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-05-01,9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-06-01,9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-07-01,8.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-08-01,8.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-09-01,8.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-10-01,8.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-11-01,8.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-12-01,8.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-01-01,8.6
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-02-01,8.5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-03-01,8.5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-04-01,8.5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-05-01,8.5
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-06-01,8.6
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-07-01,8.6
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-08-01,8.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-09-01,8.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-10-01,8.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-11-01,8.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-12-01,8.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-01-01,8.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-02-01,8.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-03-01,8.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-04-01,8.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-05-01,8.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-06-01,8.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-07-01,8.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-08-01,8.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-09-01,8.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-10-01,8.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-11-01,8.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-12-01,8.6
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-01-01,8.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-02-01,8.7
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-03-01,8.4
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-04-01,8.1
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-05-01,7.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-06-01,7.9
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-07-01,7.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-08-01,7.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-09-01,7.8
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-10-01,7.9
"New York-White Plains-Wayne, NY-NJ Met Div",2000-01-01,5.4
"New York-White Plains-Wayne, NY-NJ Met Div",2000-02-01,5.4
"New York-White Plains-Wayne, NY-NJ Met Div",2000-03-01,5.3
"New York-White Plains-Wayne, NY-NJ Met Div",2000-04-01,5.3
"New York-White Plains-Wayne, NY-NJ Met Div",2000-05-01,5.2
"New York-White Plains-Wayne, NY-NJ Met Div",2000-06-01,5.2
"New York-White Plains-Wayne, NY-NJ Met Div",2000-07-01,5.1
"New York-White Plains-Wayne, NY-NJ Met Div",2000-08-01,5.1
"New York-White Plains-Wayne, NY-NJ Met Div",2000-09-01,5
"New York-White Plains-Wayne, NY-NJ Met Div",2000-10-01,5
"New York-White Plains-Wayne, NY-NJ Met Div",2000-11-01,4.9
"New York-White Plains-Wayne, NY-NJ Met Div",2000-12-01,4.8
"New York-White Plains-Wayne, NY-NJ Met Div",2001-01-01,4.8
"New York-White Plains-Wayne, NY-NJ Met Div",2001-02-01,4.8
"New York-White Plains-Wayne, NY-NJ Met Div",2001-03-01,4.8
"New York-White Plains-Wayne, NY-NJ Met Div",2001-04-01,4.9
"New York-White Plains-Wayne, NY-NJ Met Div",2001-05-01,5
"New York-White Plains-Wayne, NY-NJ Met Div",2001-06-01,5.1
"New York-White Plains-Wayne, NY-NJ Met Div",2001-07-01,5.3
"New York-White Plains-Wayne, NY-NJ Met Div",2001-08-01,5.6
"New York-White Plains-Wayne, NY-NJ Met Div",2001-09-01,6
"New York-White Plains-Wayne, NY-NJ Met Div",2001-10-01,6.3
"New York-White Plains-Wayne, NY-NJ Met Div",2001-11-01,6.6
"New York-White Plains-Wayne, NY-NJ Met Div",2001-12-01,6.9
"New York-White Plains-Wayne, NY-NJ Met Div",2002-01-01,7.1
"New York-White Plains-Wayne, NY-NJ Met Div",2002-02-01,7.2
"New York-White Plains-Wayne, NY-NJ Met Div",2002-03-01,7.3
"New York-White Plains-Wayne, NY-NJ Met Div",2002-04-01,7.4
"New York-White Plains-Wayne, NY-NJ Met Div",2002-05-01,7.3
"New York-White Plains-Wayne, NY-NJ Met Div",2002-06-01,7.3
"New York-White Plains-Wayne, NY-NJ Met Div",2002-07-01,7.2
"New York-White Plains-Wayne, NY-NJ Met Div",2002-08-01,7.2
"New York-White Plains-Wayne, NY-NJ Met Div",2002-09-01,7.2
"New York-White Plains-Wayne, NY-NJ Met Div",2002-10-01,7.3
"New York-White Plains-Wayne, NY-NJ Met Div",2002-11-01,7.4
"New York-White Plains-Wayne, NY-NJ Met Div",2002-12-01,7.5
"New York-White Plains-Wayne, NY-NJ Met Div",2003-01-01,7.6
"New York-White Plains-Wayne, NY-NJ Met Div",2003-02-01,7.6
"New York-White Plains-Wayne, NY-NJ Met Div",2003-03-01,7.6
"New York-White Plains-Wayne, NY-NJ Met Div",2003-04-01,7.5
"New York-White Plains-Wayne, NY-NJ Met Div",2003-05-01,7.5
"New York-White Plains-Wayne, NY-NJ Met Div",2003-06-01,7.6
"New York-White Plains-Wayne, NY-NJ Met Div",2003-07-01,7.6
"New York-White Plains-Wayne, NY-NJ Met Div",2003-08-01,7.5
"New York-White Plains-Wayne, NY-NJ Met Div",2003-09-01,7.4
"New York-White Plains-Wayne, NY-NJ Met Div",2003-10-01,7.3
"New York-White Plains-Wayne, NY-NJ Met Div",2003-11-01,7.2
"New York-White Plains-Wayne, NY-NJ Met Div",2003-12-01,7.2
"New York-White Plains-Wayne, NY-NJ Met Div",2004-01-01,7.1
"New York-White Plains-Wayne, NY-NJ Met Div",2004-02-01,7
"New York-White Plains-Wayne, NY-NJ Met Div",2004-03-01,6.9
"New York-White Plains-Wayne, NY-NJ Met Div",2004-04-01,6.8
"New York-White Plains-Wayne, NY-NJ Met Div",2004-05-01,6.7
"New York-White Plains-Wayne, NY-NJ Met Div",2004-06-01,6.5
"New York-White Plains-Wayne, NY-NJ Met Div",2004-07-01,6.3
"New York-White Plains-Wayne, NY-NJ Met Div",2004-08-01,6.2
"New York-White Plains-Wayne, NY-NJ Met Div",2004-09-01,6
"New York-White Plains-Wayne, NY-NJ Met Div",2004-10-01,5.8
"New York-White Plains-Wayne, NY-NJ Met Div",2004-11-01,5.7
"New York-White Plains-Wayne, NY-NJ Met Div",2004-12-01,5.6
"New York-White Plains-Wayne, NY-NJ Met Div",2005-01-01,5.5
"New York-White Plains-Wayne, NY-NJ Met Div",2005-02-01,5.4
"New York-White Plains-Wayne, NY-NJ Met Div",2005-03-01,5.3
"New York-White Plains-Wayne, NY-NJ Met Div",2005-04-01,5.3
"New York-White Plains-Wayne, NY-NJ Met Div",2005-05-01,5.2
"New York-White Plains-Wayne, NY-NJ Met Div",2005-06-01,5.2
"New York-White Plains-Wayne, NY-NJ Met Div",2005-07-01,5.3
"New York-White Plains-Wayne, NY-NJ Met Div",2005-08-01,5.3
"New York-White Plains-Wayne, NY-NJ Met Div",2005-09-01,5.4
"New York-White Plains-Wayne, NY-NJ Met Div",2005-10-01,5.4
"New York-White Plains-Wayne, NY-NJ Met Div",2005-11-01,5.4
"New York-White Plains-Wayne, NY-NJ Met Div",2005-12-01,5.3
"New York-White Plains-Wayne, NY-NJ Met Div",2006-01-01,5.2
"New York-White Plains-Wayne, NY-NJ Met Div",2006-02-01,5.1
"New York-White Plains-Wayne, NY-NJ Met Div",2006-03-01,5
"New York-White Plains-Wayne, NY-NJ Met Div",2006-04-01,5
"New York-White Plains-Wayne, NY-NJ Met Div",2006-05-01,5
"New York-White Plains-Wayne, NY-NJ Met Div",2006-06-01,4.9
"New York-White Plains-Wayne, NY-NJ Met Div",2006-07-01,4.8
"New York-White Plains-Wayne, NY-NJ Met Div",2006-08-01,4.7
"New York-White Plains-Wayne, NY-NJ Met Div",2006-09-01,4.6
"New York-White Plains-Wayne, NY-NJ Met Div",2006-10-01,4.5
"New York-White Plains-Wayne, NY-NJ Met Div",2006-11-01,4.4
"New York-White Plains-Wayne, NY-NJ Met Div",2006-12-01,4.4
"New York-White Plains-Wayne, NY-NJ Met Div",2007-01-01,4.4
"New York-White Plains-Wayne, NY-NJ Met Div",2007-02-01,4.4
"New York-White Plains-Wayne, NY-NJ Met Div",2007-03-01,4.5
"New York-White Plains-Wayne, NY-NJ Met Div",2007-04-01,4.6
"New York-White Plains-Wayne, NY-NJ Met Div",2007-05-01,4.7
"New York-White Plains-Wayne, NY-NJ Met Div",2007-06-01,4.8
"New York-White Plains-Wayne, NY-NJ Met Div",2007-07-01,4.8
"New York-White Plains-Wayne, NY-NJ Met Div",2007-08-01,4.8
"New York-White Plains-Wayne, NY-NJ Met Div",2007-09-01,4.8
"New York-White Plains-Wayne, NY-NJ Met Div",2007-10-01,4.8
"New York-White Plains-Wayne, NY-NJ Met Div",2007-11-01,4.7
"New York-White Plains-Wayne, NY-NJ Met Div",2007-12-01,4.7
"New York-White Plains-Wayne, NY-NJ Met Div",2008-01-01,4.7
"New York-White Plains-Wayne, NY-NJ Met Div",2008-02-01,4.7
"New York-White Plains-Wayne, NY-NJ Met Div",2008-03-01,4.7
"New York-White Plains-Wayne, NY-NJ Met Div",2008-04-01,4.8
"New York-White Plains-Wayne, NY-NJ Met Div",2008-05-01,4.9
"New York-White Plains-Wayne, NY-NJ Met Div",2008-06-01,5.1
"New York-White Plains-Wayne, NY-NJ Met Div",2008-07-01,5.3
"New York-White Plains-Wayne, NY-NJ Met Div",2008-08-01,5.5
"New York-White Plains-Wayne, NY-NJ Met Div",2008-09-01,5.8
"New York-White Plains-Wayne, NY-NJ Met Div",2008-10-01,6.1
"New York-White Plains-Wayne, NY-NJ Met Div",2008-11-01,6.5
"New York-White Plains-Wayne, NY-NJ Met Div",2008-12-01,6.9
"New York-White Plains-Wayne, NY-NJ Met Div",2009-01-01,7.4
"New York-White Plains-Wayne, NY-NJ Met Div",2009-02-01,7.8
"New York-White Plains-Wayne, NY-NJ Met Div",2009-03-01,8.2
"New York-White Plains-Wayne, NY-NJ Met Div",2009-04-01,8.6
"New York-White Plains-Wayne, NY-NJ Met Div",2009-05-01,8.9
"New York-White Plains-Wayne, NY-NJ Met Div",2009-06-01,9.2
"New York-White Plains-Wayne, NY-NJ Met Div",2009-07-01,9.4
"New York-White Plains-Wayne, NY-NJ Met Div",2009-08-01,9.5
"New York-White Plains-Wayne, NY-NJ Met Div",2009-09-01,9.6
"New York-White Plains-Wayne, NY-NJ Met Div",2009-10-01,9.7
"New York-White Plains-Wayne, NY-NJ Met Div",2009-11-01,9.7
"New York-White Plains-Wayne, NY-NJ Met Div",2009-12-01,9.7
"New York-White Plains-Wayne, NY-NJ Met Div",2010-01-01,9.7
"New York-White Plains-Wayne, NY-NJ Met Div",2010-02-01,9.7
"New York-White Plains-Wayne, NY-NJ Met Div",2010-03-01,9.6
"New York-White Plains-Wayne, NY-NJ Met Div",2010-04-01,9.6
"New York-White Plains-Wayne, NY-NJ Met Div",2010-05-01,9.4
"New York-White Plains-Wayne, NY-NJ Met Div",2010-06-01,9.3
"New York-White Plains-Wayne, NY-NJ Met Div",2010-07-01,9.2
"New York-White Plains-Wayne, NY-NJ Met Div",2010-08-01,9.2
"New York-White Plains-Wayne, NY-NJ Met Div",2010-09-01,9.1
"New York-White Plains-Wayne, NY-NJ Met Div",2010-10-01,9.1
"New York-White Plains-Wayne, NY-NJ Met Div",2010-11-01,9
"New York-White Plains-Wayne, NY-NJ Met Div",2010-12-01,8.9
"New York-White Plains-Wayne, NY-NJ Met Div",2011-01-01,8.8
"New York-White Plains-Wayne, NY-NJ Met Div",2011-02-01,8.7
"New York-White Plains-Wayne, NY-NJ Met Div",2011-03-01,8.7
"New York-White Plains-Wayne, NY-NJ Met Div",2011-04-01,8.7
"New York-White Plains-Wayne, NY-NJ Met Div",2011-05-01,8.7
"New York-White Plains-Wayne, NY-NJ Met Div",2011-06-01,8.8
"New York-White Plains-Wayne, NY-NJ Met Div",2011-07-01,8.9
"New York-White Plains-Wayne, NY-NJ Met Div",2011-08-01,8.9
"New York-White Plains-Wayne, NY-NJ Met Div",2011-09-01,9
"New York-White Plains-Wayne, NY-NJ Met Div",2011-10-01,9
"New York-White Plains-Wayne, NY-NJ Met Div",2011-11-01,9.1
"New York-White Plains-Wayne, NY-NJ Met Div",2011-12-01,9.1
"New York-White Plains-Wayne, NY-NJ Met Div",2012-01-01,9.1
"New York-White Plains-Wayne, NY-NJ Met Div",2012-02-01,9.1
"New York-White Plains-Wayne, NY-NJ Met Div",2012-03-01,9.1
"New York-White Plains-Wayne, NY-NJ Met Div",2012-04-01,9.2
"New York-White Plains-Wayne, NY-NJ Met Div",2012-05-01,9.2
"New York-White Plains-Wayne, NY-NJ Met Div",2012-06-01,9.2
"New York-White Plains-Wayne, NY-NJ Met Div",2012-07-01,9.2
"New York-White Plains-Wayne, NY-NJ Met Div",2012-08-01,9.1
"New York-White Plains-Wayne, NY-NJ Met Div",2012-09-01,9
"New York-White Plains-Wayne, NY-NJ Met Div",2012-10-01,8.9
"New York-White Plains-Wayne, NY-NJ Met Div",2012-11-01,8.8
"New York-White Plains-Wayne, NY-NJ Met Div",2012-12-01,8.8
"New York-White Plains-Wayne, NY-NJ Met Div",2013-01-01,9
"New York-White Plains-Wayne, NY-NJ Met Div",2013-02-01,8.9
"New York-White Plains-Wayne, NY-NJ Met Div",2013-03-01,8.7
"New York-White Plains-Wayne, NY-NJ Met Div",2013-04-01,8.4
"New York-White Plains-Wayne, NY-NJ Met Div",2013-05-01,8.2
"New York-White Plains-Wayne, NY-NJ Met Div",2013-06-01,8.2
"New York-White Plains-Wayne, NY-NJ Met Div",2013-07-01,8.1
"New York-White Plains-Wayne, NY-NJ Met Div",2013-08-01,8.2
"New York-White Plains-Wayne, NY-NJ Met Div",2013-09-01,8.3
"New York-White Plains-Wayne, NY-NJ Met Div",2013-10-01,8.4
"Newark-Union, NJ-PA Met Div",2000-01-01,3.6
"Newark-Union, NJ-PA Met Div",2000-02-01,3.6
"Newark-Union, NJ-PA Met Div",2000-03-01,3.5
"Newark-Union, NJ-PA Met Div",2000-04-01,3.5
"Newark-Union, NJ-PA Met Div",2000-05-01,3.5
"Newark-Union, NJ-PA Met Div",2000-06-01,3.6
"Newark-Union, NJ-PA Met Div",2000-07-01,3.6
"Newark-Union, NJ-PA Met Div",2000-08-01,3.7
"Newark-Union, NJ-PA Met Div",2000-09-01,3.7
"Newark-Union, NJ-PA Met Div",2000-10-01,3.7
"Newark-Union, NJ-PA Met Div",2000-11-01,3.6
"Newark-Union, NJ-PA Met Div",2000-12-01,3.6
"Newark-Union, NJ-PA Met Div",2001-01-01,3.6
"Newark-Union, NJ-PA Met Div",2001-02-01,3.7
"Newark-Union, NJ-PA Met Div",2001-03-01,3.7
"Newark-Union, NJ-PA Met Div",2001-04-01,3.8
"Newark-Union, NJ-PA Met Div",2001-05-01,4
"Newark-Union, NJ-PA Met Div",2001-06-01,4.1
"Newark-Union, NJ-PA Met Div",2001-07-01,4.3
"Newark-Union, NJ-PA Met Div",2001-08-01,4.5
"Newark-Union, NJ-PA Met Div",2001-09-01,4.8
"Newark-Union, NJ-PA Met Div",2001-10-01,5
"Newark-Union, NJ-PA Met Div",2001-11-01,5.3
"Newark-Union, NJ-PA Met Div",2001-12-01,5.5
"Newark-Union, NJ-PA Met Div",2002-01-01,5.7
"Newark-Union, NJ-PA Met Div",2002-02-01,5.8
"Newark-Union, NJ-PA Met Div",2002-03-01,5.9
"Newark-Union, NJ-PA Met Div",2002-04-01,6
"Newark-Union, NJ-PA Met Div",2002-05-01,6
"Newark-Union, NJ-PA Met Div",2002-06-01,6
"Newark-Union, NJ-PA Met Div",2002-07-01,6
"Newark-Union, NJ-PA Met Div",2002-08-01,5.9
"Newark-Union, NJ-PA Met Div",2002-09-01,6
"Newark-Union, NJ-PA Met Div",2002-10-01,6
"Newark-Union, NJ-PA Met Div",2002-11-01,6
"Newark-Union, NJ-PA Met Div",2002-12-01,6.1
"Newark-Union, NJ-PA Met Div",2003-01-01,6.1
"Newark-Union, NJ-PA Met Div",2003-02-01,6.1
"Newark-Union, NJ-PA Met Div",2003-03-01,6.1
"Newark-Union, NJ-PA Met Div",2003-04-01,6.1
"Newark-Union, NJ-PA Met Div",2003-05-01,6.1
"Newark-Union, NJ-PA Met Div",2003-06-01,6.2
"Newark-Union, NJ-PA Met Div",2003-07-01,6.1
"Newark-Union, NJ-PA Met Div",2003-08-01,6.1
"Newark-Union, NJ-PA Met Div",2003-09-01,6
"Newark-Union, NJ-PA Met Div",2003-10-01,5.8
"Newark-Union, NJ-PA Met Div",2003-11-01,5.7
"Newark-Union, NJ-PA Met Div",2003-12-01,5.6
"Newark-Union, NJ-PA Met Div",2004-01-01,5.5
"Newark-Union, NJ-PA Met Div",2004-02-01,5.5
"Newark-Union, NJ-PA Met Div",2004-03-01,5.4
"Newark-Union, NJ-PA Met Div",2004-04-01,5.3
"Newark-Union, NJ-PA Met Div",2004-05-01,5.2
"Newark-Union, NJ-PA Met Div",2004-06-01,5.1
"Newark-Union, NJ-PA Met Div",2004-07-01,5
"Newark-Union, NJ-PA Met Div",2004-08-01,4.9
"Newark-Union, NJ-PA Met Div",2004-09-01,4.7
"Newark-Union, NJ-PA Met Div",2004-10-01,4.6
"Newark-Union, NJ-PA Met Div",2004-11-01,4.6
"Newark-Union, NJ-PA Met Div",2004-12-01,4.5
"Newark-Union, NJ-PA Met Div",2005-01-01,4.5
"Newark-Union, NJ-PA Met Div",2005-02-01,4.5
"Newark-Union, NJ-PA Met Div",2005-03-01,4.4
"Newark-Union, NJ-PA Met Div",2005-04-01,4.4
"Newark-Union, NJ-PA Met Div",2005-05-01,4.4
"Newark-Union, NJ-PA Met Div",2005-06-01,4.4
"Newark-Union, NJ-PA Met Div",2005-07-01,4.4
"Newark-Union, NJ-PA Met Div",2005-08-01,4.5
"Newark-Union, NJ-PA Met Div",2005-09-01,4.6
"Newark-Union, NJ-PA Met Div",2005-10-01,4.7
"Newark-Union, NJ-PA Met Div",2005-11-01,4.7
"Newark-Union, NJ-PA Met Div",2005-12-01,4.8
"Newark-Union, NJ-PA Met Div",2006-01-01,4.8
"Newark-Union, NJ-PA Met Div",2006-02-01,4.8
"Newark-Union, NJ-PA Met Div",2006-03-01,4.8
"Newark-Union, NJ-PA Met Div",2006-04-01,4.8
"Newark-Union, NJ-PA Met Div",2006-05-01,4.8
"Newark-Union, NJ-PA Met Div",2006-06-01,4.8
"Newark-Union, NJ-PA Met Div",2006-07-01,4.8
"Newark-Union, NJ-PA Met Div",2006-08-01,4.7
"Newark-Union, NJ-PA Met Div",2006-09-01,4.6
"Newark-Union, NJ-PA Met Div",2006-10-01,4.5
"Newark-Union, NJ-PA Met Div",2006-11-01,4.4
"Newark-Union, NJ-PA Met Div",2006-12-01,4.3
"Newark-Union, NJ-PA Met Div",2007-01-01,4.2
"Newark-Union, NJ-PA Met Div",2007-02-01,4.2
"Newark-Union, NJ-PA Met Div",2007-03-01,4.2
"Newark-Union, NJ-PA Met Div",2007-04-01,4.2
"Newark-Union, NJ-PA Met Div",2007-05-01,4.2
"Newark-Union, NJ-PA Met Div",2007-06-01,4.2
"Newark-Union, NJ-PA Met Div",2007-07-01,4.2
"Newark-Union, NJ-PA Met Div",2007-08-01,4.3
"Newark-Union, NJ-PA Met Div",2007-09-01,4.3
"Newark-Union, NJ-PA Met Div",2007-10-01,4.4
"Newark-Union, NJ-PA Met Div",2007-11-01,4.5
"Newark-Union, NJ-PA Met Div",2007-12-01,4.6
"Newark-Union, NJ-PA Met Div",2008-01-01,4.7
"Newark-Union, NJ-PA Met Div",2008-02-01,4.7
"Newark-Union, NJ-PA Met Div",2008-03-01,4.8
"Newark-Union, NJ-PA Met Div",2008-04-01,4.9
"Newark-Union, NJ-PA Met Div",2008-05-01,5
"Newark-Union, NJ-PA Met Div",2008-06-01,5.2
"Newark-Union, NJ-PA Met Div",2008-07-01,5.3
"Newark-Union, NJ-PA Met Div",2008-08-01,5.5
"Newark-Union, NJ-PA Met Div",2008-09-01,5.8
"Newark-Union, NJ-PA Met Div",2008-10-01,6.1
"Newark-Union, NJ-PA Met Div",2008-11-01,6.4
"Newark-Union, NJ-PA Met Div",2008-12-01,6.9
"Newark-Union, NJ-PA Met Div",2009-01-01,7.3
"Newark-Union, NJ-PA Met Div",2009-02-01,7.7
"Newark-Union, NJ-PA Met Div",2009-03-01,8.1
"Newark-Union, NJ-PA Met Div",2009-04-01,8.5
"Newark-Union, NJ-PA Met Div",2009-05-01,8.7
"Newark-Union, NJ-PA Met Div",2009-06-01,8.9
"Newark-Union, NJ-PA Met Div",2009-07-01,9.1
"Newark-Union, NJ-PA Met Div",2009-08-01,9.2
"Newark-Union, NJ-PA Met Div",2009-09-01,9.3
"Newark-Union, NJ-PA Met Div",2009-10-01,9.4
