location,date,vehicles
Schloss Burg,2016-01-05T11:00Z,3233
Schloss Burg,2016-01-05T12:00Z,3361
Schloss Burg,2016-01-05T13:00Z,3489
Schloss Burg,2016-01-04T04:00Z,503
Schloss Burg,2016-01-05T15:00Z,3984
Schloss Burg,2016-01-05T16:00Z,4723
Schloss Burg,2016-01-05T17:00Z,4989
Schloss Burg,2016-01-05T18:00Z,5074
Schloss Burg,2016-01-05T19:00Z,4150
Schloss Burg,2016-01-05T20:00Z,2929
Schloss Burg,2016-01-05T14:00Z,3536
Schloss Burg,2016-01-05T22:00Z,1803
Schloss Burg,2016-01-05T23:00Z,1456
Schloss Burg,2016-01-06,884
Schloss Burg,2016-01-06T01:00Z,611
Schloss Burg,2016-01-06T03:00Z,507
Schloss Burg,2016-01-06T02:00Z,550
Schloss Burg,2016-01-05T07:00Z,3883
Schloss Burg,2016-01-06T05:00Z,765
Schloss Burg,2016-01-06T06:00Z,1991
Schloss Burg,2016-01-06T07:00Z,3348
Schloss Burg,2016-01-06T08:00Z,4062
Schloss Burg,2016-01-06T09:00Z,4082
Schloss Burg,2016-01-06T10:00Z,3925
Schloss Burg,2016-01-06T04:00Z,536
Schloss Burg,2016-01-06T13:00Z,3821
Schloss Burg,2016-01-06T12:00Z,3669
Schloss Burg,2016-01-06T14:00Z,4057
Schloss Burg,2016-01-06T15:00Z,4317
Schloss Burg,2016-01-06T16:00Z,5152
Schloss Burg,2016-01-05T21:00Z,2315
Schloss Burg,2016-01-06T11:00Z,3742
Schloss Burg,2016-01-06T17:00Z,5314
Schloss Burg,2016-01-06T18:00Z,5257
Schloss Burg,2016-01-06T19:00Z,4085
Schloss Burg,2016-01-06T20:00Z,2994
Schloss Burg,2016-01-06T22:00Z,1632
Schloss Burg,2016-01-06T21:00Z,2136
Schloss Burg,2016-01-06T23:00Z,1330
Schloss Burg,2016-01-07T01:00Z,513
Schloss Burg,2016-01-07,815
Schloss Burg,2016-01-07T02:00Z,445
Schloss Burg,2016-01-07T04:00Z,432
Schloss Burg,2016-01-07T03:00Z,377
Schloss Burg,2016-01-07T05:00Z,702
Schloss Burg,2016-01-07T06:00Z,2083
Schloss Burg,2016-01-07T08:00Z,5044
Schloss Burg,2016-01-07T07:00Z,4234
Schloss Burg,2016-01-07T09:00Z,4665
Schloss Burg,2016-01-07T10:00Z,3845
Schloss Burg,2016-01-07T11:00Z,3299
Schloss Burg,2016-01-07T12:00Z,3286
Schloss Burg,2016-01-07T13:00Z,3481
Schloss Burg,2016-01-07T16:00Z,4779
Schloss Burg,2016-01-07T17:00Z,4856
Schloss Burg,2016-01-07T18:00Z,4855
Schloss Burg,2016-01-07T19:00Z,4400
Schloss Burg,2016-01-07T20:00Z,3031
Schloss Burg,2016-01-07T21:00Z,2110
Schloss Burg,2016-01-07T14:00Z,3903
Schloss Burg,2016-01-07T15:00Z,4283
Schloss Burg,2016-01-08T01:00Z,572
Schloss Burg,2016-01-08,868
Schloss Burg,2016-01-08T02:00Z,411
Schloss Burg,2016-01-08T04:00Z,429
Schloss Burg,2016-01-08T05:00Z,696
Schloss Burg,2016-01-08T03:00Z,420
Schloss Burg,2016-01-08T06:00Z,1921
Schloss Burg,2016-01-07T22:00Z,1541
Schloss Burg,2016-01-08T08:00Z,4394
Schloss Burg,2016-01-08T09:00Z,3774
Schloss Burg,2016-01-08T10:00Z,3181
Schloss Burg,2016-01-08T11:00Z,3325
Schloss Burg,2016-01-08T12:00Z,3779
Schloss Burg,2016-01-08T13:00Z,4684
Schloss Burg,2016-01-08T07:00Z,3535
Schloss Burg,2016-01-08T16:00Z,5225
Schloss Burg,2016-01-08T17:00Z,5764
Schloss Burg,2016-01-08T18:00Z,5027
Schloss Burg,2016-01-07T23:00Z,1303
Schloss Burg,2016-01-08T19:00Z,4635
Schloss Burg,2016-01-08T20:00Z,3645
Schloss Burg,2016-01-08T21:00Z,2700
Schloss Burg,2016-01-08T22:00Z,1979
Schloss Burg,2016-01-08T14:00Z,4980
Schloss Burg,2016-01-09,1227
Schloss Burg,2016-01-09T01:00Z,966
Schloss Burg,2016-01-09T02:00Z,691
Schloss Burg,2016-01-09T03:00Z,547
Schloss Burg,2016-01-09T05:00Z,440
Schloss Burg,2016-01-09T04:00Z,441
Schloss Burg,2016-01-09T06:00Z,676
Schloss Burg,2016-01-09T07:00Z,908
Schloss Burg,2016-01-09T08:00Z,1592
Schloss Burg,2016-01-09T09:00Z,2489
Schloss Burg,2016-01-09T10:00Z,3247
Schloss Burg,2016-01-09T11:00Z,4120
Schloss Burg,2016-01-09T12:00Z,4435
Schloss Burg,2016-01-08T23:00Z,1574
Schloss Burg,2016-01-09T14:00Z,4456
Schloss Burg,2016-01-09T15:00Z,4774
Schloss Burg,2016-01-09T16:00Z,4449
Schloss Burg,2016-01-09T17:00Z,4456
Schloss Burg,2016-01-09T18:00Z,4194
Schloss Burg,2016-01-09T19:00Z,4037
Schloss Burg,2016-01-09T13:00Z,4515
Schloss Burg,2016-01-09T22:00Z,1946
Schloss Burg,2016-01-09T21:00Z,2379
Schloss Burg,2016-01-09T23:00Z,1692
Schloss Burg,2016-01-09T20:00Z,3082
Schloss Burg,2016-01-08T15:00Z,5212
Hagen-Vorhalle,2016-01-04T01:00Z,1260
Hagen-Vorhalle,2016-01-04,1701
Hagen-Vorhalle,2016-01-04T02:00Z,754
Hagen-Vorhalle,2016-01-04T05:00Z,1228
Hagen-Vorhalle,2016-01-04T06:00Z,3243
Hagen-Vorhalle,2016-01-04T03:00Z,582
Hagen-Vorhalle,2016-01-04T04:00Z,686
Hagen-Vorhalle,2016-01-04T07:00Z,4966
Hagen-Vorhalle,2016-01-04T08:00Z,6360
Hagen-Vorhalle,2016-01-04T09:00Z,5318
Hagen-Vorhalle,2016-01-04T10:00Z,4746
Hagen-Vorhalle,2016-01-04T11:00Z,4577
Hagen-Vorhalle,2016-01-04T14:00Z,5137
Hagen-Vorhalle,2016-01-04T15:00Z,5396
Hagen-Vorhalle,2016-01-04T16:00Z,5705
Hagen-Vorhalle,2016-01-04T17:00Z,6294
Hagen-Vorhalle,2016-01-04T18:00Z,5844
Hagen-Vorhalle,2016-01-04T12:00Z,4687
Hagen-Vorhalle,2016-01-04T19:00Z,4818
Hagen-Vorhalle,2016-01-04T13:00Z,4890
Hagen-Vorhalle,2016-01-04T21:00Z,2551
Hagen-Vorhalle,2016-01-04T20:00Z,3194
Hagen-Vorhalle,2016-01-04T23:00Z,1648
Hagen-Vorhalle,2016-01-05,1074
Hagen-Vorhalle,2016-01-04T22:00Z,1962
Hagen-Vorhalle,2016-01-05T01:00Z,740
Hagen-Vorhalle,2016-01-05T02:00Z,627
Hagen-Vorhalle,2016-01-05T05:00Z,1098
Hagen-Vorhalle,2016-01-05T06:00Z,2747
Hagen-Vorhalle,2016-01-05T07:00Z,4566
Hagen-Vorhalle,2016-01-05T08:00Z,6083
Hagen-Vorhalle,2016-01-05T09:00Z,5630
Hagen-Vorhalle,2016-01-05T10:00Z,4549
Hagen-Vorhalle,2016-01-05T11:00Z,4497
Hagen-Vorhalle,2016-01-05T12:00Z,4621
Hagen-Vorhalle,2016-01-05T13:00Z,4579
Hagen-Vorhalle,2016-01-05T14:00Z,4828
Hagen-Vorhalle,2016-01-05T15:00Z,5537
Hagen-Vorhalle,2016-01-05T16:00Z,6106
Hagen-Vorhalle,2016-01-05T17:00Z,6757
Hagen-Vorhalle,2016-01-05T18:00Z,6369
Hagen-Vorhalle,2016-01-05T03:00Z,594
Hagen-Vorhalle,2016-01-05T19:00Z,4980
Hagen-Vorhalle,2016-01-05T20:00Z,3434
Hagen-Vorhalle,2016-01-05T22:00Z,2129
Hagen-Vorhalle,2016-01-05T21:00Z,2661
Hagen-Vorhalle,2016-01-05T04:00Z,683
Hagen-Vorhalle,2016-01-06T02:00Z,726
Hagen-Vorhalle,2016-01-05T23:00Z,1742
Hagen-Vorhalle,2016-01-06T01:00Z,813
Hagen-Vorhalle,2016-01-06T03:00Z,647
Hagen-Vorhalle,2016-01-06,1110
Hagen-Vorhalle,2016-01-06T04:00Z,695
Hagen-Vorhalle,2016-01-06T05:00Z,1137
Hagen-Vorhalle,2016-01-06T06:00Z,2669
Hagen-Vorhalle,2016-01-06T07:00Z,4507
Hagen-Vorhalle,2016-01-06T08:00Z,5970
Hagen-Vorhalle,2016-01-06T12:00Z,4866
Hagen-Vorhalle,2016-01-06T13:00Z,5184
Hagen-Vorhalle,2016-01-06T14:00Z,5575
Hagen-Vorhalle,2016-01-06T11:00Z,4639
Hagen-Vorhalle,2016-01-06T16:00Z,6583
Hagen-Vorhalle,2016-01-06T17:00Z,6965
Hagen-Vorhalle,2016-01-06T10:00Z,4792
Hagen-Vorhalle,2016-01-06T09:00Z,5595
Hagen-Vorhalle,2016-01-06T15:00Z,5790
Hagen-Vorhalle,2016-01-06T18:00Z,6788
Hagen-Vorhalle,2016-01-06T21:00Z,2787
Hagen-Vorhalle,2016-01-06T22:00Z,2035
Hagen-Vorhalle,2016-01-06T23:00Z,1614
Hagen-Vorhalle,2016-01-07,976
Hagen-Vorhalle,2016-01-07T01:00Z,622
Hagen-Vorhalle,2016-01-07T02:00Z,558
Hagen-Vorhalle,2016-01-06T19:00Z,5225
Hagen-Vorhalle,2016-01-07T05:00Z,1048
Hagen-Vorhalle,2016-01-07T04:00Z,637
Hagen-Vorhalle,2016-01-07T06:00Z,2757
Hagen-Vorhalle,2016-01-07T07:00Z,4793
Hagen-Vorhalle,2016-01-07T09:00Z,6187
Hagen-Vorhalle,2016-01-07T08:00Z,6995
Hagen-Vorhalle,2016-01-06T20:00Z,3914
Hagen-Vorhalle,2016-01-07T10:00Z,4932
Hagen-Vorhalle,2016-01-07T12:00Z,4583
Hagen-Vorhalle,2016-01-07T14:00Z,4399
Hagen-Vorhalle,2016-01-07T13:00Z,4372
Hagen-Vorhalle,2016-01-07T15:00Z,4185
Hagen-Vorhalle,2016-01-07T16:00Z,4370
Hagen-Vorhalle,2016-01-07T17:00Z,5022
Hagen-Vorhalle,2016-01-07T11:00Z,4386
Hagen-Vorhalle,2016-01-07T20:00Z,3136
Hagen-Vorhalle,2016-01-07T19:00Z,4230
Hagen-Vorhalle,2016-01-07T21:00Z,2402
Hagen-Vorhalle,2016-01-07T22:00Z,1955
Hagen-Vorhalle,2016-01-07T23:00Z,1578
Hagen-Vorhalle,2016-01-08,998
Hagen-Vorhalle,2016-01-08T01:00Z,691
Hagen-Vorhalle,2016-01-07T03:00Z,577
Hagen-Vorhalle,2016-01-08T04:00Z,621
Hagen-Vorhalle,2016-01-08T03:00Z,562
Hagen-Vorhalle,2016-01-08T05:00Z,1029
Hagen-Vorhalle,2016-01-08T02:00Z,533
Hagen-Vorhalle,2016-01-07T18:00Z,5274
Hagen-Vorhalle,2016-01-08T06:00Z,2571
Hagen-Vorhalle,2016-01-08T07:00Z,4416
Hagen-Vorhalle,2016-01-08T08:00Z,6100
Hagen-Vorhalle,2016-01-08T09:00Z,5401
Hagen-Vorhalle,2016-01-08T10:00Z,4504
Hagen-Vorhalle,2016-01-08T14:00Z,7502
Hagen-Vorhalle,2016-01-08T15:00Z,7272
Hagen-Vorhalle,2016-01-08T16:00Z,7131
Hagen-Vorhalle,2016-01-08T17:00Z,7096
Hagen-Vorhalle,2016-01-08T18:00Z,6474
Hagen-Vorhalle,2016-01-08T19:00Z,5407
Hagen-Vorhalle,2016-01-08T11:00Z,4599
Hagen-Vorhalle,2016-01-08T12:00Z,5224
Hagen-Vorhalle,2016-01-08T13:00Z,6545
Hagen-Vorhalle,2016-01-08T22:00Z,2347
Hagen-Vorhalle,2016-01-08T23:00Z,1840
Hagen-Vorhalle,2016-01-08T21:00Z,3173
Hagen-Vorhalle,2016-01-09,1423
Hagen-Vorhalle,2016-01-09T01:00Z,1163
Hagen-Vorhalle,2016-01-09T03:00Z,594
Hagen-Vorhalle,2016-01-09T02:00Z,795
Hagen-Vorhalle,2016-01-09T05:00Z,606
Hagen-Vorhalle,2016-01-09T06:00Z,901
Hagen-Vorhalle,2016-01-09T07:00Z,1202
Hagen-Vorhalle,2016-01-09T08:00Z,1867
Hagen-Vorhalle,2016-01-09T04:00Z,567
Hagen-Vorhalle,2016-01-09T09:00Z,2887
Hagen-Vorhalle,2016-01-09T10:00Z,3894
Hagen-Vorhalle,2016-01-09T11:00Z,4666
Hagen-Vorhalle,2016-01-08T20:00Z,4420
Hagen-Vorhalle,2016-01-09T12:00Z,5100
Hagen-Vorhalle,2016-01-09T14:00Z,5449
Hagen-Vorhalle,2016-01-09T15:00Z,5601
Hagen-Vorhalle,2016-01-09T16:00Z,5049
Hagen-Vorhalle,2016-01-09T17:00Z,4841
Hagen-Vorhalle,2016-01-09T13:00Z,5257
Hagen-Vorhalle,2016-01-09T19:00Z,4265
Hagen-Vorhalle,2016-01-09T18:00Z,4673
Hagen-Vorhalle,2016-01-09T20:00Z,3359
Hagen-Vorhalle,2016-01-09T21:00Z,2506
Hagen-Vorhalle,2016-01-09T22:00Z,2105
Hagen-Vorhalle,2016-01-09T23:00Z,1822
Hengsen,2016-01-04,2114
Hengsen,2016-01-04T01:00Z,1532
Hengsen,2016-01-04T02:00Z,979
Hengsen,2016-01-04T06:00Z,3195
Hengsen,2016-01-04T07:00Z,4786
Hengsen,2016-01-04T08:00Z,6117
Hengsen,2016-01-04T09:00Z,5359
Hengsen,2016-01-04T10:00Z,5014
Hengsen,2016-01-04T11:00Z,5019
Hengsen,2016-01-04T12:00Z,5277
Hengsen,2016-01-04T13:00Z,5510
Hengsen,2016-01-04T14:00Z,5705
Hengsen,2016-01-04T15:00Z,5970
Hengsen,2016-01-04T16:00Z,6162
Hengsen,2016-01-04T17:00Z,6244
Hengsen,2016-01-04T18:00Z,5920
Hengsen,2016-01-04T19:00Z,5028
Hengsen,2016-01-04T20:00Z,3610
Hengsen,2016-01-04T21:00Z,2784
Hengsen,2016-01-04T22:00Z,2254
Hengsen,2016-01-04T23:00Z,1856
Hengsen,2016-01-04T03:00Z,759
Hengsen,2016-01-04T04:00Z,924
Hengsen,2016-01-04T05:00Z,1558
Hengsen,2016-01-05,1256
Hengsen,2016-01-05T01:00Z,1001
Hengsen,2016-01-05T02:00Z,837
Hengsen,2016-01-05T03:00Z,824
Hengsen,2016-01-05T04:00Z,919
Hengsen,2016-01-05T08:00Z,5860
Hengsen,2016-01-05T09:00Z,5551
Hengsen,2016-01-05T10:00Z,4672
Hengsen,2016-01-05T11:00Z,4624
Hengsen,2016-01-05T12:00Z,4922
Hengsen,2016-01-05T13:00Z,4963
Hengsen,2016-01-05T14:00Z,5293
Hengsen,2016-01-05T15:00Z,5889
Hengsen,2016-01-05T16:00Z,6433
Hengsen,2016-01-05T17:00Z,6564
Hengsen,2016-01-05T18:00Z,6320
Hengsen,2016-01-05T19:00Z,4950
Hengsen,2016-01-05T20:00Z,3774
Hengsen,2016-01-05T21:00Z,2907
Hengsen,2016-01-05T22:00Z,2413
Hengsen,2016-01-05T23:00Z,1908
Hengsen,2016-01-06,1271
Hengsen,2016-01-06T01:00Z,1055
Hengsen,2016-01-05T05:00Z,1374
Hengsen,2016-01-05T06:00Z,2563
Hengsen,2016-01-05T07:00Z,4247
Hengsen,2016-01-06T02:00Z,942
Hengsen,2016-01-06T03:00Z,868
Hengsen,2016-01-06T04:00Z,897
Hengsen,2016-01-06T05:00Z,1393
Hengsen,2016-01-06T06:00Z,2345
Hengsen,2016-01-06T10:00Z,5134
Hengsen,2016-01-06T11:00Z,5029
Hengsen,2016-01-06T12:00Z,5446
Hengsen,2016-01-06T13:00Z,5818
Hengsen,2016-01-06T14:00Z,6195
Hengsen,2016-01-06T15:00Z,6289
Hengsen,2016-01-06T16:00Z,6929
Hengsen,2016-01-06T17:00Z,7023
Hengsen,2016-01-06T18:00Z,7056
Hengsen,2016-01-06T19:00Z,5254
Hengsen,2016-01-06T20:00Z,3911
Hengsen,2016-01-06T21:00Z,2775
Hengsen,2016-01-06T22:00Z,2127
Hengsen,2016-01-06T23:00Z,1799
Hengsen,2016-01-07,1209
Hengsen,2016-01-07T01:00Z,832
Hengsen,2016-01-07T02:00Z,704
Hengsen,2016-01-07T03:00Z,759
Hengsen,2016-01-06T07:00Z,4308
Hengsen,2016-01-06T08:00Z,5640
Hengsen,2016-01-06T09:00Z,5702
Hengsen,2016-01-07T04:00Z,837
Hengsen,2016-01-07T05:00Z,1206
Hengsen,2016-01-07T06:00Z,2519
Hengsen,2016-01-07T07:00Z,4492
Hengsen,2016-01-07T08:00Z,6502
Hengsen,2016-01-07T12:00Z,4444
Hengsen,2016-01-07T13:00Z,2876
Hengsen,2016-01-07T14:00Z,3574
Hengsen,2016-01-07T15:00Z,4298
Hengsen,2016-01-07T16:00Z,4450
Hengsen,2016-01-07T17:00Z,5436
Hengsen,2016-01-07T18:00Z,5516
Hengsen,2016-01-07T19:00Z,5058
Hengsen,2016-01-07T20:00Z,3986
Hengsen,2016-01-07T21:00Z,2711
Hengsen,2016-01-07T22:00Z,2191
Hengsen,2016-01-07T23:00Z,1732
Hengsen,2016-01-08,1213
Hengsen,2016-01-08T01:00Z,854
Hengsen,2016-01-08T02:00Z,755
Hengsen,2016-01-08T03:00Z,728
Hengsen,2016-01-08T04:00Z,854
Hengsen,2016-01-08T05:00Z,1248
Hengsen,2016-01-07T09:00Z,6187
Hengsen,2016-01-07T10:00Z,5134
Hengsen,2016-01-07T11:00Z,4743
Hengsen,2016-01-08T06:00Z,2369
Hengsen,2016-01-08T07:00Z,3935
Hengsen,2016-01-08T08:00Z,5470
Hengsen,2016-01-08T09:00Z,5304
Hengsen,2016-01-08T10:00Z,4762
Hengsen,2016-01-08T14:00Z,7823
Hengsen,2016-01-08T15:00Z,7505
Hengsen,2016-01-08T16:00Z,7062
Hengsen,2016-01-08T17:00Z,6945
Hengsen,2016-01-08T18:00Z,6770
Hengsen,2016-01-08T19:00Z,6270
Hengsen,2016-01-08T20:00Z,4924
Hengsen,2016-01-08T21:00Z,3631
Hengsen,2016-01-08T22:00Z,2582
Hengsen,2016-01-08T23:00Z,2367
Hengsen,2016-01-09,1563
Hengsen,2016-01-09T01:00Z,1108
Hengsen,2016-01-09T02:00Z,913
Hengsen,2016-01-09T03:00Z,761
Hengsen,2016-01-09T04:00Z,678
Hengsen,2016-01-09T05:00Z,735
Hengsen,2016-01-09T06:00Z,1018
Hengsen,2016-01-09T07:00Z,1530
Hengsen,2016-01-08T11:00Z,5146
Hengsen,2016-01-08T12:00Z,5908
Hengsen,2016-01-08T13:00Z,6926
Hengsen,2016-01-09T08:00Z,2413
Hengsen,2016-01-09T09:00Z,3696
Hengsen,2016-01-09T10:00Z,4774
Hengsen,2016-01-09T11:00Z,5467
Hengsen,2016-01-09T12:00Z,5873
Hengsen,2016-01-09T16:00Z,5200
Hengsen,2016-01-09T17:00Z,4987
Hengsen,2016-01-09T18:00Z,4728
Hengsen,2016-01-09T19:00Z,4345
Hengsen,2016-01-09T20:00Z,3448
Hengsen,2016-01-09T21:00Z,2659
Hengsen,2016-01-09T22:00Z,2104
Hengsen,2016-01-09T23:00Z,1759
Hengsen,2016-01-09T13:00Z,5782
Hengsen,2016-01-09T14:00Z,5785
Hengsen,2016-01-09T15:00Z,5752
Unna,2016-01-04,2035
Unna,2016-01-04T01:00Z,1429
Unna,2016-01-04T02:00Z,942
Unna,2016-01-04T03:00Z,704
Unna,2016-01-04T04:00Z,893
Unna,2016-01-04T05:00Z,1545
Unna,2016-01-04T06:00Z,3506
Unna,2016-01-04T07:00Z,5583
Unna,2016-01-04T08:00Z,7035
Unna,2016-01-04T09:00Z,5802
Unna,2016-01-04T10:00Z,5469
Unna,2016-01-04T11:00Z,5633
Unna,2016-01-04T12:00Z,5906
Unna,2016-01-04T13:00Z,6331
Unna,2016-01-04T14:00Z,6477
Unna,2016-01-04T15:00Z,7047
Unna,2016-01-04T16:00Z,7355
Unna,2016-01-04T17:00Z,7700
Unna,2016-01-04T18:00Z,7197
Unna,2016-01-04T19:00Z,5791
Unna,2016-01-04T20:00Z,4043
Unna,2016-01-04T21:00Z,3041
Unna,2016-01-04T22:00Z,2381
Unna,2016-01-04T23:00Z,1971
Unna,2016-01-05,1272
Unna,2016-01-05T01:00Z,895
Unna,2016-01-05T02:00Z,802
Unna,2016-01-05T03:00Z,763
Unna,2016-01-05T04:00Z,871
Unna,2016-01-05T05:00Z,1361
Unna,2016-01-05T06:00Z,3140
Unna,2016-01-05T07:00Z,5154
Unna,2016-01-05T08:00Z,6795
Unna,2016-01-05T09:00Z,5884
Unna,2016-01-05T10:00Z,5252
Unna,2016-01-05T11:00Z,5186
Unna,2016-01-05T12:00Z,5503
Unna,2016-01-05T13:00Z,5759
Unna,2016-01-05T14:00Z,6056
Unna,2016-01-05T15:00Z,6800
Unna,2016-01-05T16:00Z,7478
Unna,2016-01-05T18:00Z,7487
Unna,2016-01-05T19:00Z,5736
Unna,2016-01-05T20:00Z,4238
Unna,2016-01-05T21:00Z,3178
Unna,2016-01-05T22:00Z,2556
Unna,2016-01-05T23:00Z,2059
Unna,2016-01-05T17:00Z,8139
Unna,2016-01-06,1292
Unna,2016-01-06T02:00Z,971
Unna,2016-01-06T01:00Z,994
Unna,2016-01-06T05:00Z,1355
Unna,2016-01-06T06:00Z,2765
Unna,2016-01-06T03:00Z,834
Unna,2016-01-06T09:00Z,6209
Unna,2016-01-06T10:00Z,5626
Unna,2016-01-06T11:00Z,5419
Unna,2016-01-06T12:00Z,6015
Unna,2016-01-06T13:00Z,6378
Unna,2016-01-06T04:00Z,897
Unna,2016-01-06T08:00Z,6553
Unna,2016-01-06T14:00Z,6939
Unna,2016-01-06T07:00Z,5319
Unna,2016-01-06T18:00Z,8265
Unna,2016-01-06T15:00Z,7369
Unna,2016-01-06T17:00Z,8510
Unna,2016-01-06T19:00Z,6165
Unna,2016-01-06T21:00Z,3049
Unna,2016-01-06T22:00Z,2347
Unna,2016-01-06T23:00Z,2003
Unna,2016-01-06T20:00Z,4240
Unna,2016-01-07T01:00Z,841
Unna,2016-01-07,1244
Unna,2016-01-07T02:00Z,682
Unna,2016-01-07T03:00Z,727
Unna,2016-01-07T05:00Z,1271
Unna,2016-01-07T06:00Z,3147
Unna,2016-01-07T04:00Z,873
Unna,2016-01-07T09:00Z,6649
Unna,2016-01-07T08:00Z,7635
Unna,2016-01-07T11:00Z,5048
Unna,2016-01-07T10:00Z,5551
Unna,2016-01-07T12:00Z,5124
Unna,2016-01-07T13:00Z,5352
Unna,2016-01-07T14:00Z,6172
Unna,2016-01-07T07:00Z,5392
Unna,2016-01-06T16:00Z,7903
Unna,2016-01-07T15:00Z,6590
Unna,2016-01-07T16:00Z,7021
Unna,2016-01-07T17:00Z,7333
Unna,2016-01-07T19:00Z,6293
Unna,2016-01-07T18:00Z,7181
Unna,2016-01-07T20:00Z,4261
Unna,2016-01-07T21:00Z,3065
Unna,2016-01-07T22:00Z,2352
Unna,2016-01-07T23:00Z,1920
Unna,2016-01-08,1282
Unna,2016-01-08T01:00Z,822
Unna,2016-01-08T03:00Z,727
Unna,2016-01-08T02:00Z,715
Unna,2016-01-08T04:00Z,835
Unna,2016-01-08T05:00Z,1373
Unna,2016-01-08T06:00Z,3000
Unna,2016-01-08T09:00Z,6003
Unna,2016-01-08T10:00Z,5357
Unna,2016-01-08T08:00Z,6885
Unna,2016-01-08T11:00Z,5433
Unna,2016-01-08T12:00Z,6258
Unna,2016-01-08T07:00Z,5021
Unna,2016-01-08T13:00Z,7640
Unna,2016-01-08T16:00Z,8312
Unna,2016-01-08T18:00Z,7682
Unna,2016-01-08T19:00Z,6668
Unna,2016-01-08T20:00Z,5210
Unna,2016-01-08T21:00Z,3951
Unna,2016-01-08T15:00Z,8124
Unna,2016-01-08T22:00Z,2757
Unna,2016-01-08T17:00Z,7837
Unna,2016-01-08T14:00Z,8647
Unna,2016-01-08T23:00Z,2628
Unna,2016-01-09,1715
Unna,2016-01-09T01:00Z,1464
Unna,2016-01-09T03:00Z,757
Unna,2016-01-09T02:00Z,1041
Unna,2016-01-09T04:00Z,726
Unna,2016-01-09T05:00Z,776
Unna,2016-01-09T06:00Z,1138
Unna,2016-01-09T08:00Z,2490
Unna,2016-01-09T07:00Z,1580
Unna,2016-01-09T09:00Z,3638
Unna,2016-01-09T10:00Z,4888
Unna,2016-01-09T11:00Z,5790
Unna,2016-01-09T12:00Z,6245
Unna,2016-01-09T13:00Z,6705
Unna,2016-01-09T14:00Z,6952
Unna,2016-01-09T16:00Z,6656
Unna,2016-01-09T15:00Z,7199
Unna,2016-01-09T17:00Z,6414
Unna,2016-01-09T19:00Z,5444
Unna,2016-01-09T18:00Z,5985
Unna,2016-01-09T20:00Z,4064
Unna,2016-01-09T21:00Z,3119
Unna,2016-01-09T22:00Z,2275
Unna,2016-01-09T23:00Z,1948
Ascheberg,2016-01-04,797
Ascheberg,2016-01-04T01:00Z,495
Ascheberg,2016-01-04T03:00Z,345
Ascheberg,2016-01-04T02:00Z,410
Ascheberg,2016-01-04T04:00Z,356
Ascheberg,2016-01-04T05:00Z,632
Ascheberg,2016-01-04T06:00Z,1362
Ascheberg,2016-01-04T07:00Z,2892
Ascheberg,2016-01-04T08:00Z,3792
Ascheberg,2016-01-04T10:00Z,2978
Ascheberg,2016-01-04T11:00Z,2983
Ascheberg,2016-01-04T13:00Z,3344
Ascheberg,2016-01-04T14:00Z,3488
Ascheberg,2016-01-04T12:00Z,3172
Ascheberg,2016-01-04T15:00Z,3653
Ascheberg,2016-01-04T17:00Z,4073
Ascheberg,2016-01-04T16:00Z,3873
Ascheberg,2016-01-04T18:00Z,3761
Ascheberg,2016-01-04T19:00Z,3180
Ascheberg,2016-01-04T20:00Z,2067
Ascheberg,2016-01-04T21:00Z,1410
Ascheberg,2016-01-04T22:00Z,1189
Ascheberg,2016-01-04T23:00Z,907
Ascheberg,2016-01-05,633
Ascheberg,2016-01-05T02:00Z,397
Ascheberg,2016-01-05T01:00Z,418
Ascheberg,2016-01-05T03:00Z,317
Ascheberg,2016-01-05T04:00Z,413
Ascheberg,2016-01-05T05:00Z,543
Ascheberg,2016-01-05T07:00Z,2639
Ascheberg,2016-01-05T09:00Z,3364
Ascheberg,2016-01-05T08:00Z,3672
Ascheberg,2016-01-05T10:00Z,2885
Ascheberg,2016-01-05T11:00Z,2781
Ascheberg,2016-01-05T06:00Z,1202
Ascheberg,2016-01-05T12:00Z,2897
Ascheberg,2016-01-05T14:00Z,3238
Ascheberg,2016-01-05T13:00Z,3142
Ascheberg,2016-01-05T16:00Z,3918
Ascheberg,2016-01-05T17:00Z,4575
Ascheberg,2016-01-05T15:00Z,3589
Ascheberg,2016-01-05T18:00Z,4214
Ascheberg,2016-01-05T21:00Z,1595
Ascheberg,2016-01-05T22:00Z,1201
Ascheberg,2016-01-05T23:00Z,939
Ascheberg,2016-01-06,640
Ascheberg,2016-01-06T01:00Z,460
Ascheberg,2016-01-06T02:00Z,424
Ascheberg,2016-01-06T03:00Z,398
Ascheberg,2016-01-06T04:00Z,402
Ascheberg,2016-01-06T05:00Z,586
Ascheberg,2016-01-06T06:00Z,1121
Ascheberg,2016-01-06T07:00Z,2606
Ascheberg,2016-01-06T08:00Z,3659
Ascheberg,2016-01-06T09:00Z,3399
Ascheberg,2016-01-06T10:00Z,2945
Ascheberg,2016-01-06T11:00Z,2807
Ascheberg,2016-01-05T19:00Z,3291
Ascheberg,2016-01-06T12:00Z,3095
Ascheberg,2016-01-06T13:00Z,3331
Ascheberg,2016-01-06T14:00Z,3550
Ascheberg,2016-01-06T15:00Z,3712
Ascheberg,2016-01-06T16:00Z,3936
Ascheberg,2016-01-06T17:00Z,4571
Ascheberg,2016-01-06T18:00Z,4395
