origin,destination,count
LAS,PIT,1411
LAS,PSP,1280
LAS,PVD,365
LAS,RDU,724
LAS,RNO,4492
LAS,ROC,83
LAS,SAN,5895
LAS,SAT,1573
LAS,SBA,305
LAS,SBP,128
LAS,SDF,366
LAS,SEA,5065
LAS,SFO,6994
LAS,SJC,4148
LAS,SLC,5378
LAS,SMF,4054
LAS,SNA,4115
LAS,STL,1647
LAS,TPA,1175
LAS,TUL,390
LAS,TUS,2018
LAS,YUM,99
LAW,ATL,543
LAW,DFW,1826
LAX,ABQ,2415
LAX,ANC,239
LAX,ASE,324
LAX,ATL,5402
LAX,AUS,1732
LAX,BDL,132
LAX,BFL,902
LAX,BNA,1418
LAX,BOI,985
LAX,BOS,2441
LAX,BWI,897
LAX,BZN,13
LAX,CLD,2258
LAX,CLE,1053
LAX,CLT,1460
LAX,CMH,49
LAX,COS,994
LAX,CVG,1144
LAX,DCA,366
LAX,DEN,8894
LAX,DFW,6571
LAX,DSM,177
LAX,DTW,1972
LAX,EGE,107
LAX,ELP,1076
LAX,EUG,305
LAX,EWR,3249
LAX,FAT,4045
LAX,FLL,373
LAX,GEG,428
LAX,GJT,8
LAX,HNL,4964
LAX,HOU,1426
LAX,IAD,3836
LAX,IAH,3849
LAX,ICT,186
LAX,IND,548
LAX,IPL,660
LAX,IYK,954
LAX,JAC,15
LAX,JAX,2
LAX,JFK,8058
LAX,KOA,1038
LAX,LAS,11773
LAX,LIH,1067
LAX,MCI,1338
LAX,MCO,1725
LAX,MDW,2388
LAX,MEM,729
LAX,MFR,1
LAX,MIA,2495
LAX,MKE,355
LAX,MOD,659
LAX,MRY,2763
LAX,MSP,2392
LAX,MSY,930
LAX,MTJ,18
LAX,OAK,7583
LAX,OGG,2054
LAX,OKC,501
LAX,ONT,24
LAX,ORD,7333
LAX,OXR,1291
LAX,PDX,3503
LAX,PHL,2246
LAX,PHX,9897
LAX,PIT,373
LAX,PSP,2596
LAX,RDU,8
LAX,RNO,1898
LAX,RSW,1
LAX,SAN,11257
LAX,SAT,1781
LAX,SBA,4554
LAX,SBP,2684
LAX,SEA,6876
LAX,SFO,13390
LAX,SGU,722
LAX,SJC,8908
LAX,SJU,144
LAX,SLC,5178
LAX,SMF,5692
LAX,SMX,1679
LAX,SNA,32
LAX,STL,1686
LAX,TPA,516
LAX,TUL,73
LAX,TUS,4141
LAX,XNA,359
LAX,YUM,1030
LBB,ABQ,366
LBB,AUS,690
LBB,DAL,2679
LBB,DFW,3015
LBB,ELP,364
LBB,IAH,769
LBB,LAS,366
LCH,IAH,1000
LEX,ATL,2217
LEX,CLE,14
LEX,COS,1
LEX,CVG,1539
LEX,DAY,1
LEX,DCA,304
LEX,DFW,907
LEX,DTW,1656
LEX,EWR,390
LEX,IAH,646
LEX,LGA,411
LEX,MCO,39
LEX,MEM,252
LEX,ORD,1967
LFT,ATL,995
LFT,DFW,1182
LFT,IAH,2702
LGA,AGS,7
LGA,ATL,10507
LGA,BHM,591
LGA,BNA,1217
LGA,BOS,12035
LGA,CAE,609
LGA,CAK,793
LGA,CHS,1414
LGA,CID,156
LGA,CLE,2920
LGA,CLT,4958
LGA,CMH,2350
LGA,CVG,3635
LGA,DAB,159
LGA,DCA,11063
LGA,DEN,2970
LGA,DFW,5372
LGA,DSM,705
LGA,DTW,4601
LGA,EGE,16
LGA,FLL,3152
LGA,FNT,392
LGA,GRR,363
LGA,GSO,927
LGA,GSP,609
LGA,HDN,15
LGA,HSV,69
LGA,IAD,1103
LGA,IAH,3418
LGA,IND,1331
LGA,JAX,1285
LGA,LEX,415
LGA,MCO,3158
LGA,MEM,1605
LGA,MIA,3586
LGA,MKE,592
LGA,MLB,2
LGA,MSN,620
LGA,MSP,2719
LGA,MSY,512
LGA,MYR,123
LGA,ORD,10862
LGA,PBI,1934
LGA,PHF,770
LGA,PHL,1
LGA,PIT,1297
LGA,RDU,4423
LGA,RIC,1336
LGA,RSW,238
LGA,SAV,995
LGA,SDF,571
LGA,SLC,24
LGA,SRQ,74
LGA,STL,1604
LGA,STT,9
LGA,TPA,1464
LGA,TVC,50
LGA,TYS,642
LGA,VPS,2
LGA,XNA,765
LGB,AUS,245
LGB,BOS,789
LGB,FAT,431
LGB,FLL,332
LGB,GEG,1
LGB,IAD,756
LGB,JFK,1544
LGB,LAS,853
LGB,MRY,436
LGB,OAK,1631
LGB,ONT,1
LGB,ORD,600
LGB,PDX,142
LGB,PHX,1623
LGB,RNO,459
LGB,SEA,1499
LGB,SFO,210
LGB,SJC,661
LGB,SLC,2500
LGB,SMF,729
LGB,TWF,1
LIH,DEN,45
LIH,HNL,10407
LIH,KOA,54
LIH,LAX,1069
LIH,OGG,426
LIH,PHX,280
LIH,SAN,31
LIH,SEA,366
LIH,SFO,483
LIH,SNA,23
LIT,ATL,2526
LIT,BWI,366
LIT,CLT,39
LIT,CVG,49
LIT,DAL,2327
LIT,DEN,118
LIT,DFW,3245
LIT,DTW,361
LIT,EWR,331
LIT,HOU,365
LIT,IAH,1103
LIT,LAS,382
LIT,MCO,1
LIT,MDW,383
LIT,MEM,887
LIT,MSP,157
LIT,ORD,1806
LIT,PHX,235
LIT,SAT,1
LIT,SLC,18
LIT,STL,669
LMT,MFR,1
LMT,PDX,162
LMT,SFO,348
LNK,ABE,1
LNK,CRW,1
LNK,DEN,1204
LNK,DTW,320
LNK,LAN,1
LNK,MSP,106
LNK,ORD,1403
LNK,PIA,1
LRD,DFW,1401
LRD,IAH,714
LSE,MSP,434
LSE,ORD,1571
LWB,ATL,185
LWS,BOI,1
LWS,IDA,1
LWS,SLC,650
LYH,ATL,625
MAF,ABQ,366
MAF,AUS,471
MAF,DAL,1995
MAF,DFW,1778
MAF,HOU,676
MAF,IAH,1187
MAF,LAS,366
MBS,DTW,1460
MBS,MSP,117
MBS,ORD,1341
MCI,ABQ,670
MCI,ATL,4140
MCI,AUS,459
MCI,BNA,1317
MCI,BWI,1025
MCI,CLE,1219
MCI,CLT,1182
MCI,CMH,164
MCI,COS,178
MCI,CVG,1491
MCI,DAL,3943
MCI,DEN,5256
MCI,DFW,2877
MCI,DTW,1252
MCI,EWR,1799
MCI,FLL,60
MCI,IAD,227
MCI,IAH,2527
MCI,ICT,1
MCI,IND,1074
MCI,JAX,229
MCI,LAS,1926
MCI,LAX,1331
MCI,LNK,1
MCI,MCO,1349
MCI,MDW,3850
MCI,MEM,1005
MCI,MGM,1
MCI,MIA,65
MCI,MKE,3
MCI,MSN,250
MCI,MSP,2136
MCI,MSY,462
MCI,OAK,686
MCI,OKC,1128
MCI,OMA,3
MCI,ONT,301
MCI,ORD,3837
MCI,PDX,366
MCI,PHX,2165
MCI,PIT,266
MCI,RDU,652
MCI,RSW,5
MCI,SAN,689
MCI,SAT,577
MCI,SEA,365
MCI,SLC,1054
MCI,SMF,306
MCI,STL,1763
MCI,TPA,695
MCI,TUL,810
MCI,TUS,233
MCN,ATL,652
MCO,ABQ,726
MCO,ALB,1040
MCO,ATL,9611
MCO,AUS,632
MCO,AVL,47
MCO,BDL,1758
MCO,BHM,1214
MCO,BMI,173
MCO,BNA,1782
MCO,BOS,3478
MCO,BQN,492
MCO,BTV,346
MCO,BUF,1877
MCO,BWI,4926
MCO,CAK,371
MCO,CLE,1909
MCO,CLT,3276
MCO,CMH,1165
MCO,CVG,1304
MCO,DAY,416
MCO,DCA,1845
MCO,DEN,2997
MCO,DFW,4114
MCO,DTW,3477
MCO,EWR,4977
MCO,EYW,35
MCO,FLL,2074
MCO,FNT,455
MCO,GRR,128
MCO,GSO,11
MCO,GSP,90
MCO,HOU,1758
MCO,HPN,1484
MCO,HSV,248
MCO,IAD,4094
MCO,IAH,2499
MCO,IND,2306
MCO,ISP,2110
MCO,JAN,381
MCO,JAX,2
MCO,JFK,5371
MCO,LAS,1077
MCO,LAX,1725
MCO,LEX,39
MCO,LGA,3156
MCO,LIT,1
MCO,MCI,1349
MCO,MDT,42
MCO,MDW,3565
MCO,MEM,1434
MCO,MHT,1606
MCO,MIA,2195
MCO,MKE,831
MCO,MLI,172
MCO,MSP,1929
MCO,MSY,1568
MCO,OKC,9
MCO,OMA,9
MCO,ORD,3978
MCO,ORF,755
MCO,PBI,1
MCO,PDX,237
MCO,PFN,195
MCO,PHF,362
MCO,PHL,7034
MCO,PHX,1038
MCO,PIT,2465
MCO,PNS,365
MCO,PSE,347
MCO,PVD,2149
MCO,PWM,460
MCO,RDU,1655
MCO,RIC,517
MCO,ROC,701
MCO,RSW,1414
MCO,SAN,13
MCO,SAT,744
MCO,SDF,533
MCO,SEA,731
MCO,SFO,366
MCO,SJU,2420
MCO,SLC,685
MCO,STL,2422
MCO,SWF,834
MCO,SYR,390
MCO,TLH,219
MCO,TPA,1
MCO,TUL,9
MCO,TYS,126
MDT,ATL,1789
MDT,AVP,1
MDT,BWI,1
MDT,CLE,58
MDT,CLT,1144
MDT,CVG,1008
MDT,DCA,1
MDT,DFW,274
MDT,DTW,542
MDT,IAD,937
MDT,LGA,2
MDT,MCO,42
MDT,MSP,197
MDT,ORD,1598
MDW,ABQ,730
MDW,ALB,729
MDW,ATL,3257
MDW,AUS,713
MDW,BDL,1052
MDW,BHM,726
MDW,BNA,3016
MDW,BOS,345
MDW,BUF,1278
MDW,BWI,2776
MDW,CLE,2556
MDW,CLT,13
MDW,CMH,2644
MDW,DEN,4325
MDW,DTW,3070
MDW,EWR,278
MDW,FLL,1621
MDW,HOU,2052
MDW,IAD,2065
MDW,IND,1314
MDW,ISP,1422
MDW,JAN,682
MDW,LAS,3832
MDW,LAX,2390
MDW,LIT,383
MDW,MCI,3885
MDW,MCO,3568
MDW,MHT,1649
MDW,MIA,133
MDW,MSP,1476
MDW,MSY,391
MDW,OAK,1719
MDW,OMA,2047
MDW,ORF,731
MDW,PDX,891
MDW,PHL,2664
MDW,PHX,2800
MDW,PIT,2037
MDW,PVD,1380
MDW,RDU,1353
MDW,RNO,365
MDW,RSW,1095
MDW,SAN,1708
MDW,SAT,700
MDW,SDF,1690
MDW,SEA,1331
MDW,SFO,1083
MDW,SJC,658
MDW,SLC,1003
MDW,SMF,686
MDW,SRQ,565
MDW,STL,3784
MDW,TPA,2231
MDW,TUS,727
MEI,ATL,674
MEM,ATL,4870
MEM,AUS,835
MEM,BDL,49
MEM,BHM,891
MEM,BNA,1024
MEM,BOS,199
MEM,BTR,998
MEM,BWI,783
MEM,CAE,706
MEM,CHA,629
MEM,CHS,709
MEM,CLE,1205
MEM,CLT,2576
MEM,CMH,1072
MEM,COS,117
MEM,CVG,1225
MEM,DCA,1043
MEM,DEN,1731
MEM,DFW,2458
MEM,DSM,813
MEM,DTW,2205
MEM,EVV,904
MEM,EWR,1170
MEM,FLL,479
MEM,FSM,479
MEM,GPT,1088
MEM,GRR,362
MEM,GSO,1043
MEM,GSP,1088
MEM,HSV,1083
MEM,IAH,3079
MEM,ICT,1093
MEM,IND,1058
MEM,JAN,1082
MEM,JAX,871
MEM,LAS,372
MEM,LAX,1095
MEM,LEX,252
MEM,LGA,1608
MEM,LIT,886
MEM,MCI,981
MEM,MCO,1432
MEM,MGM,1091
MEM,MIA,785
MEM,MKE,744
MEM,MLI,668
MEM,MOB,1094
MEM,MSN,359
MEM,MSP,2845
MEM,MSY,1004
MEM,OKC,940
MEM,OMA,749
MEM,ORD,3769
MEM,ORF,241
MEM,PFN,1095
MEM,PHL,1039
MEM,PHX,817
MEM,PIT,1002
MEM,PNS,1097
MEM,RDU,1062
MEM,RIC,292
MEM,RSW,58
MEM,SAN,109
MEM,SAT,831
MEM,SAV,765
MEM,SDF,786
MEM,SEA,349
MEM,SFO,208
MEM,SGF,1080
MEM,SHV,1094
MEM,SJU,26
MEM,STL,1049
MEM,TLH,1094
MEM,TPA,861
MEM,TRI,44
MEM,TUL,1094
MEM,TYS,1096
MEM,VPS,1045
MEM,XNA,1041
MFE,ATL,10
MFE,DFW,1441
MFE,IAH,2665
MFR,DEN,365
MFR,LAS,139
MFR,MOD,1
MFR,OTH,1
MFR,PDX,1543
MFR,PHX,304
MFR,RDD,1
MFR,RDM,1
MFR,SBA,1
MFR,SFO,2571
MFR,SLC,724
MFR,TWF,1
MGM,ATL,2514
MGM,IAH,246
MGM,MEM,1091
MHT,ATL,696
MHT,BOS,4
MHT,BWI,3628
MHT,CLE,1212
MHT,CLT,723
MHT,CVG,777
MHT,DCA,288
MHT,DTW,846
MHT,EWR,1353
MHT,FLL,246
MHT,IAD,584
MHT,LAS,366
MHT,MCO,1605
MHT,MDW,1643
MHT,ORD,1145
MHT,PHL,2365
MHT,PHX,365
MHT,TPA,742
MIA,ATL,6623
MIA,BDL,366
MIA,BNA,731
MIA,BOS,2193
MIA,BWI,929
MIA,CLE,399
MIA,CLT,2970
MIA,CMH,470
MIA,CVG,1045
MIA,DCA,2982
MIA,DEN,809
MIA,DFW,3346
MIA,DTW,1228
MIA,EGE,43
MIA,EWR,2873
MIA,FLL,1
MIA,GSO,519
MIA,IAD,574
MIA,IAH,2734
MIA,IND,211
MIA,JAX,217
MIA,JFK,2743
MIA,LAS,787
MIA,LAX,2494
MIA,LGA,3587
MIA,MCI,65
MIA,MCO,2195
MIA,MDW,133
MIA,MEM,785
MIA,MSP,907
MIA,MSY,1098
MIA,ORD,3343
MIA,ORF,152
MIA,PHL,2203
MIA,PHX,366
MIA,PIT,174
MIA,RDU,1098
MIA,RIC,151
MIA,SDF,365
MIA,SEA,366
MIA,SFO,1097
MIA,SJU,2559
MIA,STL,732
MIA,STT,732
MIA,STX,349
MIA,TLH,832
MIA,TPA,1829
MIA,XNA,154
MKE,ABE,1
MKE,ATL,3606
MKE,ATW,1030
MKE,AVP,1
MKE,BDL,539
MKE,BHM,1
MKE,BNA,771
MKE,BOS,208
MKE,BWI,1293
MKE,CLE,2226
MKE,CLT,245
MKE,CMH,1054
MKE,CVG,840
MKE,CWA,285
MKE,DAY,608
MKE,DCA,122
MKE,DEN,1449
MKE,DFW,747
MKE,DSM,723
MKE,DTW,1905
MKE,EWR,2524
MKE,FAR,1
MKE,FLL,43
MKE,FNT,839
MKE,GRB,774
MKE,GRR,1244
MKE,IAH,1671
MKE,IND,738
MKE,LAS,531
MKE,LAX,355
MKE,LGA,590
MKE,MCI,2
MKE,MCO,830
MKE,MEM,734
MKE,MKG,264
MKE,MQT,357
MKE,MSN,1294
MKE,MSP,3464
MKE,OMA,703
MKE,ORD,3541
MKE,PHL,775
MKE,PHX,867
MKE,PIT,1082
MKE,RDU,490
MKE,RSW,226
MKE,SAN,106
MKE,SDF,258
MKE,SEA,122
MKE,SFO,115
MKE,SLC,6
MKE,STL,320
MKE,TPA,178
MKE,TUS,2
MKG,FNT,109
MKG,GRR,24
MKG,MKE,263
MLB,ATL,2000
MLB,LGA,2
MLI,ATL,2592
MLI,DEN,719
MLI,DFW,587
MLI,DTW,755
MLI,LAS,51
MLI,MCO,172
MLI,MEM,669
MLI,MSP,442
MLI,ORD,2580
MLU,ATL,983
MLU,DFW,966
MLU,IAH,581
MOB,ATL,2225
MOB,DFW,1399
MOB,IAH,1420
MOB,MEM,1094
MOB,ORD,210
MOD,BFL,1
MOD,LAX,679
MOD,ONT,1
MOD,RNO,1
MOD,SFO,1643
MOT,MSP,1085
MQT,GRB,322
MQT,MKE,356
MQT,ORD,313
MRY,DEN,365
MRY,LAS,14
MRY,LAX,2758
MRY,LGB,435
MRY,ONT,246
MRY,PHX,910
MRY,SAN,445
MRY,SFO,2428
MRY,SLC,6
MSN,ATL,384
MSN,ATW,1
MSN,CLE,317
MSN,CVG,259
MSN,DCA,287
MSN,DEN,943
MSN,DFW,947
MSN,DSM,1
MSN,DTW,1603
MSN,EWR,313
MSN,LGA,622
MSN,MCI,249
MSN,MEM,359
MSN,MKE,1293
MSN,MSP,1439
MSN,ORD,4943
MSN,RFD,1
MSO,DEN,1107
MSO,MSP,189
MSO,ORD,105
MSO,PIH,2
MSO,SFO,12
MSO,SLC,1841
MSP,ABQ,677
MSP,ALB,57
MSP,ALO,323
MSP,ANC,826
MSP,ATL,5369
MSP,ATW,89
MSP,AUS,54
MSP,AVL,364
MSP,AZO,246
MSP,BDL,933
MSP,BGR,11
MSP,BIL,820
MSP,BIS,1052
MSP,BJI,74
MSP,BNA,781
MSP,BOI,807
MSP,BOS,1563
MSP,BTV,75
MSP,BUF,229
MSP,BWI,1017
MSP,BZN,878
MSP,CHS,27
MSP,CID,412
MSP,CLE,1876
MSP,CLT,1814
MSP,CMH,1076
MSP,CMX,318
MSP,COS,449
MSP,CPR,31
MSP,CVG,1760
MSP,CWA,13
MSP,DAY,692
MSP,DCA,2194
MSP,DEN,5374
MSP,DFW,2851
MSP,DLH,1290
MSP,DSM,929
MSP,DTW,5459
MSP,EGE,112
MSP,EWR,3144
MSP,FAI,205
MSP,FAR,1744
MSP,FCA,209
MSP,FLL,475
MSP,FNT,355
MSP,FSD,1925
MSP,FWA,242
MSP,GEG,826
MSP,GFK,1371
MSP,GRB,1408
MSP,GRR,1645
MSP,GSO,365
MSP,GTF,195
MSP,HDN,112
MSP,HLN,365
MSP,HNL,366
MSP,IAD,710
MSP,IAH,2451
MSP,ICT,714
MSP,IDA,336
MSP,IND,1661
MSP,INL,72
MSP,JAC,117
MSP,JAX,201
MSP,JFK,1441
MSP,LAN,157
MSP,LAS,2461
MSP,LAX,2389
MSP,LGA,2723
MSP,LIT,157
MSP,LNK,106
MSP,LSE,433
MSP,MBS,109
MSP,MCI,1976
MSP,MCO,1931
MSP,MDT,197
MSP,MDW,1367
MSP,MEM,2551
MSP,MIA,908
MSP,MKE,3619
MSP,MLI,450
MSP,MOT,1085
MSP,MSN,1438
MSP,MSO,189
MSP,MYR,27
MSP,OKC,542
MSP,OMA,1177
MSP,ORD,9356
MSP,ORF,122
MSP,PDX,1501
MSP,PHL,1709
MSP,PHX,3515
MSP,PIR,3
MSP,PIT,1006
MSP,PSP,214
MSP,PVD,6
MSP,PWM,42
MSP,RAP,877
MSP,RDU,726
MSP,RHI,221
MSP,RIC,339
MSP,ROC,134
MSP,RST,881
MSP,RSW,647
MSP,SAN,1330
MSP,SAT,190
MSP,SAV,27
MSP,SBN,365
MSP,SDF,707
MSP,SEA,2475
MSP,SFO,1909
MSP,SGF,359
MSP,SJC,693
MSP,SJU,26
MSP,SLC,2197
MSP,SMF,809
MSP,SNA,1037
MSP,SPI,1
MSP,STL,1626
MSP,SUX,121
MSP,TPA,1005
MSP,TUL,717
MSP,TUS,439
MSP,TVC,346
MSP,TYS,365
MSP,XNA,677
MSY,ATL,4695
MSY,AUS,443
MSY,BHM,1012
MSY,BNA,1010
MSY,BOS,254
MSY,BWI,391
MSY,CLE,54
MSY,CLT,1504
MSY,CMH,1
MSY,CVG,193
MSY,DAL,2079
MSY,DCA,430
MSY,DEN,1176
MSY,DFW,2501
MSY,DTW,53
MSY,EWR,1129
MSY,FLL,594
MSY,HOU,3737
MSY,IAD,457
MSY,IAH,4257
MSY,IND,10
MSY,JAX,472
MSY,JFK,1070
MSY,LAS,727
MSY,LAX,928
MSY,LGA,511
MSY,MCI,461
MSY,MCO,1566
MSY,MDW,390
MSY,MEM,1003
MSY,MIA,1097
MSY,MSP,16
MSY,OKC,1
MSY,ORD,1458
MSY,PHL,1046
MSY,PHX,365
MSY,RDU,472
MSY,SAT,432
MSY,SLC,329
MSY,TPA,1097
MSY,TWF,1
MTJ,ATL,37
MTJ,DEN,1591
MTJ,DFW,232
MTJ,EWR,21
MTJ,IAH,261
MTJ,LAX,18
MTJ,ORD,30
MTJ,SLC,229
MYR,ATL,1854
MYR,BOS,45
MYR,CLT,2216
MYR,CVG,13
MYR,DTW,287
MYR,EWR,234
MYR,IAD,533
MYR,ILM,1
MYR,LGA,124
MYR,MSP,27
MYR,PHL,1
OAJ,ATL,1178
OAJ,CLT,6
OAK,ABQ,1004
OAK,ATL,88
OAK,AUS,236
OAK,BNA,363
OAK,BOI,667
OAK,BOS,518
OAK,BUR,5420
OAK,DEN,3101
OAK,DFW,725
OAK,FLL,13
OAK,GEG,726
OAK,HNL,121
OAK,HOU,711
OAK,IAD,841
OAK,IAH,721
OAK,JFK,1177
OAK,KOA,4
OAK,LAS,4642
OAK,LAX,7578
OAK,LGB,1632
OAK,MCI,684
OAK,MDW,1720
OAK,OGG,60
OAK,ONT,3701
OAK,ORD,59
OAK,PDX,2482
OAK,PHX,4213
OAK,RNO,1331
OAK,SAN,5851
OAK,SEA,5047
OAK,SLC,3146
OAK,SMF,1
OAK,SNA,3645
OAK,TUS,307
OGG,ANC,27
OGG,DEN,163
OGG,DFW,366
OGG,HNL,12383
OGG,ITO,366
OGG,KOA,1379
OGG,LAX,2058
OGG,LIH,60
OGG,OAK,60
OGG,PDX,366
OGG,PHX,586
OGG,SAN,280
OGG,SEA,533
OGG,SFO,932
OGG,SLC,261
OGG,SMF,60
OGG,SNA,60
OKC,ABQ,231
OKC,ATL,1884
OKC,AUS,87
OKC,BMI,1
OKC,BWI,366
OKC,CLE,21
OKC,CVG,769
OKC,DAL,1687
OKC,DEN,2848
OKC,DFW,2845
OKC,DTW,604
OKC,EWR,361
OKC,HOU,1353
OKC,IAD,5
OKC,IAH,2635
OKC,LAS,471
OKC,LAX,500
OKC,MCI,1144
OKC,MCO,9
OKC,MEM,883
OKC,MSP,617
OKC,ONT,231
OKC,ORD,2038
OKC,PHX,1513
OKC,SAN,302
OKC,SAT,89
OKC,SLC,743
OKC,SMF,226
OKC,STL,688
OKC,TUL,1
OMA,ABQ,1
OMA,ATL,1731
OMA,ATW,1
OMA,BHM,1
OMA,CLE,428
OMA,COS,1
OMA,CVG,1002
OMA,DEN,3231
OMA,DFW,1748
OMA,DSM,1
OMA,DTW,1324
OMA,EWR,1080
OMA,GRB,1
OMA,IAH,2099
OMA,LAS,1083
OMA,LNK,1
OMA,MCO,9
OMA,MDW,2045
OMA,MEM,763
OMA,MKE,701
OMA,MSP,1163
OMA,ONT,304
OMA,ORD,4045
OMA,PHX,2067
OMA,SAN,314
OMA,SLC,609
OMA,STL,1033
OMA,TUS,221
OME,ANC,729
OME,OTZ,361
ONT,ABQ,443
ONT,ATL,797
ONT,AUS,304
ONT,BNA,365
ONT,BOI,471
ONT,COS,458
ONT,DEN,1544
ONT,DFW,1742
ONT,ELP,382
ONT,FAT,238
ONT,GEG,440
ONT,GJT,1
ONT,IAH,1093
ONT,JFK,248
ONT,LAS,3494
ONT,LAX,24
ONT,MCI,302
ONT,MRY,246
ONT,OAK,3697
ONT,OKC,231
ONT,OMA,303
ONT,PDX,60
ONT,PHX,5628
ONT,RNO,273
ONT,SAN,2
ONT,SAT,439
ONT,SEA,1343
ONT,SFO,1599
ONT,SJC,2742
ONT,SLC,1658
ONT,SMF,3803
ONT,TUL,228
ONT,TUS,474
ORD,ABE,1426
ORD,ABQ,754
ORD,ALB,1632
ORD,ANC,561
ORD,ASE,310
ORD,ATL,7449
ORD,ATW,2288
ORD,AUS,2515
ORD,AVP,718
ORD,AZO,2350
ORD,BDL,3335
ORD,BHM,1511
ORD,BIL,105
ORD,BMI,2005
ORD,BNA,3905
ORD,BOI,786
ORD,BOS,7133
ORD,BTR,215
ORD,BTV,738
ORD,BUF,3437
ORD,BWI,3552
ORD,BZN,336
ORD,CAE,1373
ORD,CAK,1047
ORD,CHA,767
ORD,CHS,1337
ORD,CID,4154
ORD,CLE,4567
ORD,CLT,6013
ORD,CMH,4664
ORD,CMI,2404
ORD,COS,1525
ORD,CPR,134
ORD,CRW,708
ORD,CVG,5993
ORD,CWA,1715
ORD,DAL,1007
ORD,DAY,1786
ORD,DBQ,1347
ORD,DCA,7430
ORD,DEN,5773
ORD,DFW,8093
ORD,DSM,4823
ORD,DTW,7602
ORD,EGE,197
ORD,ELP,670
ORD,EVV,1944
ORD,EWR,7174
ORD,FAR,1344
ORD,FCA,104
ORD,FLL,1583
ORD,FNT,1265
ORD,FSD,1724
ORD,FWA,2956
ORD,GEG,327
ORD,GJT,13
ORD,GPT,214
ORD,GRB,3631
ORD,GRR,3699
ORD,GSO,870
ORD,GSP,1302
ORD,GTF,23
ORD,GUC,2
ORD,HDN,200
ORD,HNL,641
ORD,HPN,3624
ORD,HSV,547
ORD,IAD,2891
ORD,IAH,5463
ORD,ICT,3001
ORD,IND,4103
ORD,JAC,463
ORD,JAN,211
ORD,JAX,1697
ORD,JFK,3684
ORD,LAN,1409
ORD,LAS,5257
ORD,LAX,6974
ORD,LEX,1965
ORD,LGA,10770
ORD,LGB,604
ORD,LIT,1806
ORD,LNK,1407
ORD,LSE,1572
ORD,MBS,1339
ORD,MCI,3900
ORD,MCO,3798
ORD,MDT,1552
ORD,MEM,3782
ORD,MHT,1144
ORD,MIA,3343
ORD,MKE,3400
ORD,MLI,2579
ORD,MOB,210
ORD,MQT,313
ORD,MSN,4878
ORD,MSO,105
ORD,MSP,9688
ORD,MSY,1502
ORD,MTJ,30
ORD,OAK,59
ORD,OGG,221
ORD,OKC,1937
ORD,OMA,4097
ORD,ORF,1188
ORD,PBI,656
ORD,PDX,2394
ORD,PHL,6733
ORD,PHX,5124
ORD,PIA,3256
ORD,PIT,3611
ORD,PNS,292
ORD,PSP,451
ORD,PVD,1789
ORD,PWM,343
ORD,RAP,218
ORD,RDU,3140
ORD,RIC,1884
ORD,RNO,365
ORD,ROA,555
ORD,ROC,2550
ORD,RST,2366
ORD,RSW,764
ORD,SAN,3308
ORD,SAT,1713
ORD,SAV,1132
ORD,SBN,2266
ORD,SDF,3496
ORD,SEA,4802
ORD,SFO,5524
ORD,SGF,2306
ORD,SHV,211
ORD,SJC,1333
ORD,SJU,1036
ORD,SLC,2860
ORD,SMF,1077
ORD,SNA,2580
ORD,SPI,1085
ORD,STL,4558
ORD,STT,80
ORD,SYR,2314
ORD,TOL,1337
ORD,TPA,2443
ORD,TUL,2040
ORD,TUS,865
ORD,TVC,2435
ORD,TYS,2017
ORD,VPS,236
ORD,XNA,3116
ORF,ATL,2784
ORF,BDL,1
ORF,BNA,236
ORF,BOI,1
ORF,BOS,197
ORF,BWI,1675
ORF,CLE,2
ORF,CLT,1836
ORF,CVG,499
ORF,DFW,1035
ORF,DTW,968
ORF,EWR,380
ORF,IAD,1057
ORF,IAH,969
ORF,JAX,719
ORF,JFK,277
ORF,LAS,366
ORF,MCO,753
ORF,MDW,731
ORF,MEM,240
ORF,MIA,152
ORF,MSP,123
ORF,ORD,1089
ORF,PBI,1
ORF,SAV,1
ORF,TPA,366
OTH,PDX,162
OTH,SFO,353
OTZ,ANC,361
OTZ,OME,725
OXR,LAX,1291
OXR,PSP,1
PBI,ATL,4262
PBI,BDL,373
PBI,BOS,1746
PBI,BWI,1353
PBI,CLE,383
PBI,CLT,1871
PBI,CMH,5
PBI,CVG,390
PBI,DCA,909
PBI,DEN,95
PBI,DFW,854
PBI,DTW,472
PBI,EWR,2770
PBI,HPN,1046
PBI,IAD,14
PBI,IAH,1389
PBI,ISP,1082
PBI,JFK,2531
PBI,LAS,62
PBI,LGA,1934
PBI,ORD,654
PBI,PHL,1899
PBI,PIT,4
PBI,SWF,359
PBI,TPA,1365
PDX,ABQ,366
PDX,ANC,576
PDX,ATL,1102
PDX,BOI,1038
PDX,BOS,366
PDX,BUR,60
PDX,CLT,136
PDX,CVG,311
PDX,DEN,4654
PDX,DFW,1577
PDX,DTW,250
PDX,EUG,1551
PDX,EWR,692
PDX,GEG,1311
PDX,HNL,732
PDX,IAD,367
PDX,IAH,1265
PDX,JFK,680
PDX,LAS,3564
PDX,LAX,3517
PDX,LGB,141
PDX,LMT,162
PDX,MCI,366
PDX,MCO,236
PDX,MDW,894
PDX,MFR,1543
PDX,MSN,1
PDX,MSP,1502
PDX,OAK,2471
PDX,OGG,366
PDX,ONT,60
PDX,ORD,2184
